Hugo_Symbol	Entrez_Gene_Id	TCGA-2J-AAB1-01	TCGA-2J-AAB4-01	TCGA-2J-AAB6-01	TCGA-2J-AAB8-01	TCGA-2J-AAB9-01	TCGA-2J-AABA-01	TCGA-2J-AABE-01	TCGA-2J-AABF-01	TCGA-2J-AABH-01	TCGA-2J-AABI-01
PSMD1	5707	0.7807	-0.0265	-0.2214	1.6868	0.1356	-0.4752	0.8564	-0.1605	1.3404	0.5258
PSMD2	5708	-0.7448	-0.6867	2.6186	-0.0808	-0.0232	-0.1527	-0.4778	-0.2039	0.0899	1.4987
PSMD3	5709	0.1959	-1.0929	-0.7199	-0.0786	0.4393	-0.2493	-0.052	-0.1757	-0.1091	1.8026
PSMD4	5710	-0.0506	-0.5794	1.3582	1.0307	-0.2193	-0.8581	0.2565	-0.1277	0.4359	1.5052
PSMD5	5711	-0.0529	-0.4313	-0.4185	0.4377	-0.4574	0.1456	-0.5757	-0.3487	0.1196	0.5911
PSMD6	9861	-0.5658	-0.2603	0.9225	-0.6054	0.8335	0.1186	-0.3289	-0.2726	-0.2797	-1.4564
PSMD7	5713	-0.9378	-0.933	-0.2338	0.882	0.0651	-0.4112	-0.9378	-0.1014	-0.0513	2.3494
PSMD8	5714	-0.1009	0.6547	2.1259	-0.3761	-0.2729	-0.7673	-0.4713	0.1752	1.2534	-0.3267
PSMD9	5715	0.9937	-0.9556	-0.0296	-0.9163	-0.052	-0.2779	0.4925	-0.8678	-1.4513	-0.0254
PSME1	5720	0.9106	1.0445	0.2293	-0.4544	-0.2938	-1.8459	-0.6064	-0.0036	0.8117	-0.4673
PSME2	5721	0.7052	1.2169	0.5407	-0.0848	-0.7327	-1.8088	-0.6117	0.5248	0.1414	-0.6983
PSME3	10197	0.2762	-0.3956	-0.2638	0.751	1.0084	0.5904	0.1671	0.0269	1.274	0.0327
PSME4	23198	-0.2938	0.5168	0.0622	0.5173	-0.0054	0.25	-0.746	0.9526	0.3902	-0.3733
PSMF1	9491	0.8759	-0.3217	0.1546	-0.5555	0.5103	-0.5647	-0.0353	0.4331	-1.7489	0.9609
PSMG1	8624	-1.1484	0.7069	0.0158	1.0463	0.013	-0.1226	-0.6015	-0.631	0.6543	0.8428
PSMG2	56984	0.6896	-0.0451	0.055	2.3659	0.372	-0.3154	-0.7039	-0.1847	1.5604	-0.5728
PSMG3	84262	0.2444	0.0058	0.4225	0.8621	-0.7181	-0.0501	-0.3826	-0.1929	-0.2716	1.2484
PSMG4	389362	0.536	-0.1553	0.2455	0.5969	0.4548	-0.7229	0.6999	-0.0929	0.3216	0.3478
PSORS1C1	170679	0.4898	1.2561	0.074	-1.3778	-0.9124	0.2746	0.6581	0.5133	0.772	0.4485
PSORS1C2	170680	-0.8531	0.8843	0.9971	-0.8798	-0.9898	0.5913	1.1113	0.1908	1.8476	0.3628
PSORS1C3	100130889	-0.6186	0.4495	0.696	-0.7456	-1.2832	0.7533	0.1214	1.5723	1.9484	-1.9231
PSPC1	55269	0.12	-0.8855	1.2432	2.0698	-0.5766	-0.2015	0.8556	-0.1595	1.386	-0.6643
PSPH	5723	-0.8954	-0.7703	-0.6795	0.9641	-0.1898	-0.1465	-0.6444	0.3485	-0.4939	3.0227
PSPN	5623	-0.9443	0.3093	-1.7887	-0.3801	-0.2405	0.4586	-0.7678	-1.1439	-1.0203	1.1054
PSRC1	84722	0.7092	1.3875	0.852	0.0195	-0.7872	-0.577	-1.3637	1.5875	-0.9162	0.877
PSTK	118672	-0.8224	-0.026	-0.4254	0.4289	-0.7962	-1.6268	-0.7949	-0.3019	-0.3077	-1.1836
PSTPIP1	9051	0.2618	0.3312	-0.0362	-0.1176	-0.3834	-0.2075	-0.0454	0.8095	-0.8179	2.1781
PSTPIP2	9050	1.2528	0.7023	-0.2182	-0.608	0.3611	0.6632	0.1179	1.063	0.0983	1.941
PTAFR	5724	0.1072	0.7637	-0.1589	-0.4788	-0.0253	-0.2134	0.4259	1.2529	0.4398	-0.5108
PTAR1	375743	-1.2724	0.106	-0.989	0.2958	-0.8836	1.1038	-0.3705	0.1474	-1.3828	-0.589
PTBP1	5725	0.5338	-0.1949	0.1016	0.387	0.7105	-0.9245	-0.0494	0.8381	0.3413	0.1184
PTBP2	58155	-0.9824	0.1431	-0.4538	-0.6009	-0.1848	0.63	-0.9325	-0.1916	-1.5345	-1.6071
PTCD1	26024	-0.4869	-1.4537	-0.2081	-0.7962	-0.3276	0.5287	-0.181	0.4818	-0.3154	1.1885
PTCD2	79810	0.5372	0.3061	0.537	-0.1439	-1.6625	0.5606	-0.2281	0.0197	0.2116	1.4222
PTCD3	55037	-1.7852	-0.681	-2.1227	0.6793	-0.4886	-0.3726	-0.813	-0.3597	-0.4737	1.3349
PTCH1	5727	0.6577	0.4927	-1.4654	-0.5347	0.162	0.6218	0.2943	0.6428	0.1543	0.0335
PTCH2	8643	0.1769	0.3121	-0.3114	-0.2715	0.5753	0.6192	-0.4026	1.1312	1.0157	0.9932
PTCHD1	139411	-0.5939	-0.0147	-0.8215	0.6294	-0.686	-0.4059	-1.3678	-0.815	-0.5433	-0.5643
PTCHD2	57540	-0.4156	0.6728	0.4303	-1.6543	-0.3423	-1.5217	-0.3531	1.1568	0.8562	1.3564
PTCHD3	374308	-1.1878	0.2323	-1.5715	2.1293	1.7119	-1.5715	0.1483	-0.4705	-0.3307	-1.5715
PTCRA	171558	0.7109	-0.4519	-1.3603	-1.087	1.5696	-0.2879	1.2407	1.1094	0.3904	0.1896
PTDSS1	9791	-0.2082	0.5222	-0.6157	-0.3604	0.1596	-0.0727	-0.6677	-0.153	-0.3388	0.9896
PTDSS2	81490	-0.5066	-0.4619	0.4112	-1.0171	0.0844	0.0204	0.3768	-0.6373	-0.506	0.6389
PTEN	5728	0.5073	0.1618	0.2015	0.0419	-0.2327	-0.5507	-0.913	0.2336	-1.0805	-0.1585
PTENP1	11191	0.3564	0.0667	0.4394	-0.2707	-0.371	-0.8378	-1.3807	0.3045	-0.7504	0.2687
PTER	9317	0.535	0.2499	1.511	0.0024	-0.0532	-0.5676	-0.0765	0.5442	-0.0072	-1.5123
PTF1A	256297	-0.1944	-0.2087	-1.1264	-1.3767	1.3228	-1.3767	-1.3767	0.2052	0.1805	-1.3767
PTGDR	5729	0.2427	-0.6125	0.1713	1.1545	0.1548	0.5962	-1.3132	0.5944	-0.1471	-0.4622
PTGDS	5730	0.2617	0.4675	1.2779	-0.965	0.2221	0.2035	-0.5685	0.5342	-0.5918	0.1936
PTGER1	5731	-0.4188	-0.1352	1.2783	-1.9344	-0.2516	0.5563	1.06	-0.2597	1.0699	0.0205
PTGER2	5732	0.6544	-0.8288	-1.1586	-0.0772	-0.1713	1.4824	0.461	0.0627	-0.5638	-0.8908
PTGER3	5733	-0.765	-0.4375	0.2752	1.0341	0.4466	0.4573	0.3443	-0.3077	-0.5239	-0.8246
PTGER4	5734	0.5922	-0.2898	-1.006	-0.9476	-0.2089	-0.0575	-0.6424	0.2378	0.957	-1.4919
PTGES2	80142	-0.4452	-0.1966	0.2825	-0.3227	-0.3253	0.6163	0.4006	-0.7687	0.0654	0.6191
PTGES3	10728	-0.96	0.6664	0.6911	1.0688	0.4282	-0.3944	-1.1343	-0.294	-1.8939	-0.9212
PTGES	9536	-0.1257	0.414	2.2184	0.2194	0.4686	1.4726	0.4896	-0.7672	0.3407	1.0702
PTGFR	5737	-0.1389	-0.193	-0.7829	-0.7407	0.4252	1.5713	-0.8069	-0.516	-0.282	-0.8204
PTGFRN	5738	-0.3581	0.2759	-0.0397	0.6412	0.3092	0.739	0.0336	0.5321	-0.0704	-0.2713
PTGIR	5739	0.4493	0.5922	0.7992	0.1252	0.8579	0.2901	0.5227	0.2775	-0.5506	-1.342
PTGIS	5740	-0.0166	0.009	-0.7258	-0.2924	0.7095	0.4864	-0.7567	0.0396	-0.1052	0.0359
PTGR1	22949	0.6008	0.9346	-0.417	-0.1266	-0.1459	1.3943	0.6701	0.2124	1.1264	-0.0643
PTGR2	145482	0.9813	-0.127	-0.4394	-0.0612	-0.7774	-1.5239	-0.5429	-0.4442	0.229	-0.0979
PTGS1	5742	-0.2382	0.2545	-0.5149	-0.5245	-0.1778	-0.2793	-0.4227	0.4978	-0.4529	0.381
PTGS2	5743	-1.0684	-0.5035	1.9596	-0.1146	-0.5304	2.5649	1.3286	-0.1019	0.5279	0.9644
PTH1R	5745	0.6243	0.3636	0.0281	-0.2753	-0.5913	1.2781	0.8131	-0.3509	-1.0973	-0.0826
PTH2	113091	-4.7437	-4.7437	-4.7437	-4.7437	-4.7437	-4.7437	-4.7437	-4.7437	-4.7437	-4.7437
PTH2R	5746	-0.4089	0.6512	-2.0666	-0.7846	1.1197	-1.4773	0.6786	-0.232	-0.248	-2.0666
PTH	5741	-0.8369	-2.1309	-2.1309	-2.1309	-2.1309	-2.1309	0.4859	-2.1309	-2.1309	-2.1309
PTHLH	5744	-1.4501	-0.5783	2.8836	0.9199	1.9958	-0.7918	0.2537	-0.7665	0.1201	0.2505
PTK2	5747	-0.766	0.5725	-1.1918	-0.6807	0.6968	-1.4688	-0.3386	-0.3227	4.8584	1.1351
PTK2B	2185	0.2678	-0.384	-1.5878	-1.6714	-0.2247	0.3501	-1.0172	0.45	0.0295	1.7033
PTK6	5753	0.6383	0.6444	1.2582	0.3695	-0.1657	0.3119	0.7928	-0.1142	0.7836	0.1094
PTK7	5754	-0.6528	0.0319	0.1092	0.8577	0.5022	0.193	1.0761	-0.2302	-0.1281	0.8607
PTMA	5757	0.0043	0.1862	0.2375	0.8816	0.1453	-0.6403	1.0805	0.0382	-0.3236	0.5582
PTMS	5763	0.6338	-0.7932	-0.4199	0.5892	1.2547	-0.5778	0.1408	0.3909	-0.7662	1.1565
PTN	5764	0.5055	0.1111	1.5447	-0.7366	-0.2177	-1.2223	-1.1297	-0.4872	-0.9474	-3.3837
PTOV1	53635	-0.2777	-0.5121	1.8988	-0.2169	0.1389	-0.4712	-0.105	-0.1279	0.6961	0.3157
PTP4A1	7803	-0.9894	1.1757	0.1851	-0.2702	0.4408	-0.0721	-1.1189	0.3796	-0.4544	-1.7925
PTP4A2	8073	-1.4079	0.8206	2.0582	-0.2749	-0.3312	0.4273	-0.3072	0.7528	-0.5737	-1.3053
PTP4A3	11156	-0.8438	0.1593	0.0644	-0.5863	1.3599	-0.9868	-0.129	-0.0459	-0.2936	-0.0019
PTPDC1	138639	0.2593	0.0364	-0.3815	0.9735	-0.3841	1.0435	-0.6207	-0.1536	0.2461	0.6963
PTPLA	9200	-1.0796	-0.718	1.7175	-0.0993	1.3265	-0.8161	-0.2992	-0.4484	-0.5821	1.3586
PTPLAD1	51495	0.5597	-0.0039	-1.4217	0.9348	-0.5249	0.1866	-0.7179	-0.559	0.4229	-1.0577
PTPLAD2	401494	0.0237	-0.0442	-0.4932	-0.1714	0.439	-0.2399	0.1291	0.3542	-0.4144	0.7097
PTPLB	201562	0.5872	0.0451	0.1088	0.0982	0.0083	0.0339	0.0046	0.602	0.459	-0.2616
PTPMT1	114971	-0.0116	-0.6274	-0.9064	-0.8732	-0.1955	-0.0285	-0.113	-0.8912	-0.9277	1.0533
PTPN11	5781	-0.7026	-0.8566	-0.1201	-0.5132	-0.288	0.2387	-0.3832	0.6843	-0.7795	-1.7046
PTPN12	5782	-0.1855	0.1501	1.8513	0.7578	-0.2452	0.2269	0.5389	-0.0995	-0.6997	-0.2305
PTPN13	5783	-0.2134	-0.1028	-0.0227	-0.2494	-0.1734	0.9225	-0.714	0.0713	0.3462	0.638
PTPN14	5784	-0.0678	0.6349	0.9243	-0.1176	-0.1047	0.1823	0.0702	0.1625	0.8215	1.5744
PTPN1	5770	-0.7232	-0.7832	0.7636	-0.7207	-0.0259	0.198	-0.1872	0.0086	0.6007	1.7276
PTPN18	26469	1.5613	0.6225	-1.6308	0.6913	0.1563	0.3536	1.9413	0.4665	1.9199	-0.0159
PTPN20A	653129	-0.7715	-0.7715	-0.7715	-0.7715	-0.7715	-0.7715	-0.7715	-0.7715	-0.7715	-0.7715
PTPN20B	26095	0.8868	0.8937	0.3308	0.5613	0.624	0.5801	1.3725	-0.0884	-1.0397	0.6623
PTPN21	11099	-0.1991	-0.4669	-0.1895	0.2451	0.5875	-0.2155	0.3972	0.5848	0.5207	-1.893
PTPN22	26191	-0.5451	0.2103	-0.4217	-0.1385	-1.0976	1.2626	0.0916	0.6796	-0.3274	-0.9578
PTPN23	25930	1.2701	0.2756	2.3759	-1.3368	0.3283	1.0403	1.5798	0.6232	1.2351	-0.4192
PTPN2	5771	0.4458	0.0954	0.2781	1.5091	0.4479	0.8304	-0.4417	0.3051	0.6619	2.9233
PTPN3	5774	0.7049	0.3713	-0.5287	0.3189	0.4753	0.8753	-0.1281	-0.4913	1.3612	1.1318
PTPN4	5775	0.5975	0.3822	-1.5668	1.2727	0.3009	1.3113	-0.7249	0.7431	0.4766	0.1892
PTPN5	84867	0.8775	-0.2463	-1.8061	-0.8223	0.5918	1.3231	-0.251	0.4299	0.2947	-0.7551
PTPN6	5777	-0.2847	-0.62	-1.7506	-0.5788	-0.2647	-1.1185	0.62	0.96	-0.1602	2.6079
PTPN7	5778	0.1435	0.0336	-0.6573	-0.3065	0.1677	-0.1087	-0.4274	0.8161	-0.733	0.4971
PTPN9	5780	0.9384	-0.1074	-0.4112	0.2037	0.5236	0.1655	0.2731	-0.1876	-0.5928	0.966
PTPRA	5786	0.2341	-0.2131	-0.2506	-0.6741	-0.3077	-0.7594	0.3722	0.7213	-1.1811	0.0092
PTPRB	5787	0.4983	-0.1677	-0.3124	-0.8083	0.1188	-0.2507	-0.6243	0.2374	-0.1344	-2.6308
PTPRC	5788	0.0314	-0.0531	-0.6008	-0.2487	-0.0459	-0.2874	-0.0275	0.7932	-0.4324	-0.0655
PTPRCAP	5790	0.3357	-0.295	-1.5798	-0.1564	0.2234	0.2565	-0.5491	0.5144	-0.9183	0.8938
PTPRD	5789	-0.8342	-0.1371	-0.1666	0.3757	0.3978	0.4141	-0.0374	-0.1545	-0.3105	-1.1099
PTPRE	5791	-0.3087	-0.0126	0.6049	-0.0616	0.0604	-1.0268	0.0807	0.1102	0.3675	2.5159
PTPRF	5792	0.3716	1.1782	0.4912	-0.8862	0.2337	0.3552	0.4561	1.1345	0.2249	-0.014
PTPRG	5793	0.3487	0.4211	1.4441	0.4118	0.374	0.171	1.0351	0.4312	-0.0422	-0.9955
PTPRH	5794	0.9839	0.9923	1.288	0.0467	-0.0713	0.3785	-0.2254	0.5484	1.4274	-2.5602
PTPRJ	5795	0.1819	0.7413	-2.3159	0.1249	-1.3064	0.2253	0.5862	0.1387	2.1963	-1.2271
PTPRK	5796	0.4942	0.5076	-0.0599	-0.0285	1.0771	-0.6188	-0.5681	0.6562	0.324	-1.4158
PTPRM	5797	-0.106	-0.0747	-1.1383	0.0894	0.273	0.381	0.0397	0.1993	0.3129	-1.1797
PTPRN2	5799	0.7859	0.1616	-0.1923	-0.824	-0.538	0.169	0.3041	0.407	0.5036	-1.1754
PTPRN	5798	-0.0574	0.7983	0.9922	-2.0876	0.2787	-1.5505	-0.2346	0.7772	0.7452	-0.8917
PTPRO	5800	-0.1948	0.2572	0.2522	-0.5915	0.3418	-0.6709	0.7776	1.1221	-0.0877	-0.1604
PTPRQ	374462	-0.3882	1.1637	-1.6559	-1.6559	-0.3142	0.0059	-1.6559	0.2053	0.1019	2.8472
PTPRR	5801	0.5089	0.7822	-0.5784	0.6166	-0.6432	0.2676	0.0773	0.3219	-1.0754	-1.7934
PTPRS	5802	-0.6061	0.6379	-0.6352	-0.7416	0.3888	-0.359	0.0414	0.1061	-0.5312	0.4243
PTPRT	11122	-0.5182	0.7174	0.6534	1.459	-0.0309	-0.8274	-0.2542	0.5302	0.452	-0.9227
PTPRU	10076	-0.2298	0.3623	1.9765	0.2783	-0.2272	0.0832	1.0275	-0.5266	-0.219	1.396
PTPRVP	148713	0.2983	-0.4311	-1.8536	-0.699	-1.8536	1.7448	0.3122	1.0362	1.2062	0.1603
PTPRZ1	5803	0.9072	-0.4721	-0.716	0.4709	-0.7198	1.4158	-0.1553	0.2301	-1.1844	-1.5463
PTRF	284119	-0.3507	-0.6825	0.3457	1.2241	0.6953	0.1283	0.4508	-0.5456	-0.7012	0.1107
PTRH1	138428	0.6981	0.3365	-0.3837	-0.0971	0.5594	0.7005	0.7056	-0.7644	0.9723	-0.051
PTRH2	51651	-0.1234	-1.2306	-1.0107	2.1146	0.4812	0.4572	-1.4939	-0.0148	0.3066	1.0383
PTS	5805	-0.4402	1.4537	1.8822	0.4719	-0.4913	-0.7174	-0.4806	-0.4431	0.4	-1.3407
PTTG1	9232	0.1692	0.6587	0.833	0.4515	-0.4953	-0.41	-0.8013	0.0658	-0.1469	1.9625
PTTG1IP	754	0.0237	0.7209	1.4786	0.5496	0.2198	-0.2067	0.9981	-0.0391	1.6087	0.8758
PTTG2	10744	-1.1065	1.7942	-0.0902	-0.3914	1.6991	1.202	-0.8828	-0.7334	0.5407	0.2388
PTTG3P	26255	-0.252	-0.0444	0.8772	-0.8312	-2.4386	1.0021	-2.4386	-0.682	-0.4115	0.6273
PTX3	5806	-0.8645	-0.207	0.3852	-0.7365	0.5928	0.2541	-0.7079	-0.4509	-0.6376	1.2628
PTX4	390667	0.0836	-0.1288	-1.9779	-1.9779	-1.9779	-1.9779	-1.9779	0.2149	-1.9779	-1.9779
PUF60	22827	-0.2017	0.0442	-0.3632	-1.1845	0.5108	-0.9825	-0.6949	-0.5103	3.2071	0.9361
PUM1	9698	-0.9241	-0.0828	0.0568	-0.159	-0.547	0.1571	0.5705	0.0025	-0.5869	-1.5392
PUM2	23369	-0.4195	-1.2956	-1.1148	0.0569	-0.1869	-0.1141	-0.4724	-0.0162	-0.3386	1.1208
PURA	5813	0.3044	-0.7481	-1.7894	-0.1276	-0.1342	-0.1733	-0.8206	0.2692	0.1133	0.1275
PURB	5814	-1.3823	-0.4575	0.1863	1.1302	-1.118	0.5444	-1.7226	0.8178	-0.8552	1.4145
PURG	29942	-0.0405	-0.4415	-0.865	-0.3814	0.0095	1.2768	-0.2097	0.4817	-0.6991	0.2218
PUS10	150962	-0.1366	0.4284	-1.5454	0.235	-0.0065	2.3717	0.3881	-0.1256	-1.4516	-0.1393
PUS1	80324	-0.1952	-1.4283	0.3747	-0.1795	-0.3866	0.4841	-0.097	0.7509	-0.7681	-1.1571
PUS3	83480	0.0017	-0.8204	-0.6887	-0.2441	0.1144	-0.1029	-1.2126	-0.3986	-0.4045	0.3917
PUS7	54517	-0.7548	-0.9597	0.1437	0.8478	0.0125	0.1484	-0.2742	0.2304	-0.8902	0.553
PUS7L	83448	-0.5596	0.0335	-0.3489	0.9251	-1.3437	0.1709	-0.3987	0.3289	-1.7687	-1.8467
PUSL1	126789	-0.1604	0.217	2.5289	-1.0259	-0.1934	-0.1602	-0.115	0.4706	-0.6633	-0.7254
PVALB	5816	-0.4975	-1.4035	-1.839	3.8423	0.4541	-0.5282	0.8869	-1.839	-0.2466	0.9786
PVR	5817	-0.3727	-0.1147	2.267	0.1991	-0.0926	-0.374	-0.814	0.8582	2.3589	-1.9772
PVRIG	79037	0.3702	0.1527	-1.3218	-0.1321	-0.2742	0.6327	-0.199	0.6477	-0.0385	0.2921
PVRL1	5818	-1.0222	0.8018	3.0689	-0.9188	0.2114	0.4397	-0.0979	0.5778	-0.4634	3.7963
PVRL2	5819	-0.0873	-0.2766	1.4095	0.5419	-0.1242	-0.7154	-0.2095	1.4987	1.2664	-1.3595
PVRL3	25945	0.7026	0.1692	1.3423	-0.3063	-0.5799	0.8665	0.2578	0.2973	1.0725	-1.873
PVRL4	81607	0.3009	0.7465	1.1218	0.6702	-0.1933	0.5122	0.8229	-0.0941	1.0504	0.339
PVT1	5820	0.2902	0.6293	-0.2611	0.142	-0.6701	0.605	0.522	-0.8743	0.9434	1.0751
PWP1	11137	0.4557	-1.8692	0.7239	-0.7128	0.1461	0.1849	-0.0641	-0.3795	-0.9881	-0.9592
PWP2	5822	0.1857	-0.5737	-0.5555	0.6794	0.5989	0.5404	-0.5074	-0.1244	0.4898	1.3286
PWRN1	791114	-1.4259	0.7852	-1.4259	-1.4259	0.419	-1.4259	-1.4259	-0.0039	-0.4167	-1.4259
PWRN2	791115	-0.4008	-2.3679	-2.3679	-2.3679	-2.3679	-2.3679	-2.3679	-0.866	-0.578	-2.3679
PWWP2A	114825	-0.5977	-0.2878	-0.6195	-0.0488	-0.6724	1.4126	-0.2191	-0.528	-0.4087	0.9506
PWWP2B	170394	0.934	-0.1004	-0.1424	-0.6094	-0.2227	0.3758	0.2742	-0.3611	0.7748	1.9598
PXDN	7837	-0.3007	-0.4848	0.4742	1.1623	0.3649	0.2286	0.5692	0.0445	-0.3869	0.207
PXDNL	137902	-1.6947	-0.3105	0.5097	1.5788	-0.0705	-0.0971	1.8054	-0.5319	-0.1239	0.9372
PXK	54899	0.2283	-0.0857	-0.1694	-0.397	0.0136	0.5865	-0.1092	0.4703	-0.165	-0.8889
PXMP2	5827	1.3203	-0.3907	-0.8192	-0.7322	0.425	-0.3942	-1.2451	0.1233	-0.7395	-1.1782
PXMP4	11264	0.0192	-0.6134	0.2942	-0.047	-0.0441	0.5642	0.0408	0.1206	0.1618	1.5835
PXN	5829	0.9722	-0.5066	2.1279	-0.9867	-0.4438	0.6383	0.5574	-0.2078	-0.6044	0.5668
PXT1	222659	0.561	-0.3863	-0.8759	1.0701	-2.3759	-2.3759	-2.3759	1.3373	-1.1982	-1.3675
PYCARD	29108	0.8729	-0.1775	-1.6084	0.2656	0.1355	0.7352	-0.1527	0.9096	-0.3943	2.0242
PYCR1	5831	-0.0229	-0.3765	0.5936	0.1046	0.2425	-0.6029	-0.42	-0.4082	-0.3731	-0.592
PYCR2	29920	1.0023	1.1104	0.2377	-0.503	-0.6712	-1.0474	1.4579	0.1173	0.9703	1.0817
PYCRL	65263	-0.3637	0.0599	-1.0096	-0.5822	0.1007	-0.6447	0.0586	-0.6403	2.6223	0.6685
PYDC1	260434	-0.7978	1.5983	-1.4453	-1.4453	-0.2581	-1.4453	-0.6624	-0.572	-0.8561	-0.556
PYDC2	152138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PYGB	5834	1.6904	0.234	2.8559	-0.373	0.1458	0.3634	0.8266	-0.357	-0.9505	-0.1673
PYGL	5836	-1.3959	-0.7211	0.7937	0.3053	0.4958	1.3734	-0.2146	-0.4371	-0.5806	-0.5339
PYGM	5837	0.2706	0.357	-0.4593	-0.3038	-0.1633	-0.5219	-1.5542	0.1692	-0.6134	0.3463
PYGO1	26108	-0.0936	-0.0867	0.2647	-0.1325	0.1181	0.5732	-0.2719	0.6668	-0.102	-0.8815
PYGO2	90780	1.031	-0.0836	0.9295	1.7405	-0.0502	-0.1669	0.8095	0.6256	0.9507	1.0844
PYHIN1	149628	0.5252	0.2035	-1.7423	0.3704	0.0827	0.8603	-0.8582	0.6343	-1.1763	-0.0762
PYROXD1	79912	0.0998	-1.1028	-0.1791	0.1699	0.1506	0.9727	-0.4626	0.5334	0.0794	0.7476
PYROXD2	84795	0.4279	0.5467	-0.379	0.2116	-0.5878	0.1998	0.7826	-0.3083	0.2544	1.0503
PYY2	23615	-0.6332	0.6858	0.114	-2.1148	0.1651	-0.3977	-1.4572	0.9681	-0.0604	-0.2506
PYY	5697	-1.0002	0.607	2.4882	-1.722	0.0435	-1.722	-0.8702	3.0769	-0.2394	-0.9413
PZP	5858	0.1303	1.3678	-2.2375	-0.4969	0.7706	-0.1048	0.513	0.7561	-1.2881	0.1174
QARS1	5859	0.2944	-0.1748	1.2057	-0.2291	0.585	0.4322	0.6729	-0.1298	0.1491	0.7255
QDPR	5860	-0.6357	-0.1098	0.7068	-0.1273	-0.3206	-0.8641	-0.21	-0.3323	0.0769	-2.2907
QKI	9444	-0.8808	-0.2647	0.2836	0.3709	0.2969	-0.2754	-0.4609	0.5898	-1.0476	-0.8961
QPCT	25797	0.5974	0.7379	0.3114	-1.0999	0.1418	0.5931	0.0802	0.2827	0.9191	-1.6817
QPCTL	54814	-0.6379	-0.5204	0.9729	0.1468	-0.5371	0.1102	0.1228	-0.4156	1.4567	0.0178
QPRT	23475	-1.0594	0.1042	-0.2909	-0.9023	0.4141	-0.0363	0.8641	0.122	-0.5335	-0.7731
QRFP	347148	0.6871	-1.3899	-0.1872	-2.3882	-2.3882	0.6165	-1.0233	-0.8656	-0.6078	0.5521
QRFPR	84109	-1.4972	-1.4972	-1.4972	-1.4972	0.0784	-1.4972	-1.4972	-1.4972	2.8288	0.9012
QRICH1	54870	0.9081	-0.8842	0.9401	-0.8172	0.2119	0.7558	0.2487	0.485	0.9687	-0.8836
QRICH2	84074	-0.0336	0.3234	-2.2005	0.2627	0.6449	0.2992	0.2946	0.1052	-0.2552	-0.4329
QRSL1	55278	-0.5781	0.0298	-0.5759	0.3149	0.3022	-1.1716	-1.8447	2.2906	-1.0333	-0.918
QSER1	79832	-0.392	-0.54	-0.6178	0.1289	0.1035	0.6706	-1.3178	0.5712	0.0372	0.1895
QSOX1	5768	0.2192	1.4876	0.4514	-0.2393	-0.5551	-0.7172	0.823	-0.0112	1.2668	-0.9188
QSOX2	169714	-1.2007	-0.4269	-0.5689	-0.1758	-0.44	-0.1745	-0.5819	-0.5662	0.2025	0.179
QTRT1	81890	-0.6289	-0.5457	-0.1564	0.0215	-0.0113	0.1994	0.4504	-0.035	-0.4401	-0.1855
QTRTD1	79691	0.1707	-0.975	-0.3405	-0.086	-0.329	0.8873	0.0205	0.6041	0.1879	0.3367
R3HCC1	203069	0.3237	-1.5469	-1.3075	-0.6512	1.1612	0.6804	-0.3564	-0.0236	-0.2472	1.5809
R3HDM1	23518	-0.9089	0.0115	-0.1428	0.7415	-0.0594	-0.3358	0.9612	1.127	-0.7567	-0.5469
R3HDM2	22864	0.8546	0.8749	-0.7115	1.0922	0.6466	0.2056	0.5976	0.6359	-1.3355	-0.3775
R3HDML	140902	-0.8891	1.0189	-1.9197	-0.2005	1.8125	1.3338	0.1644	1.7965	1.0794	-1.9197
RAB10	10890	-0.207	-0.9335	0.1362	-0.026	0.207	-0.3799	-0.3342	-0.0679	0.0101	-1.5927
RAB11A	8766	0.7179	1.1506	0.247	0.9785	-0.0652	-0.6533	-0.8194	-0.4808	-0.778	-1.8666
RAB11B	9230	0.9932	0.0007	-0.2621	-0.629	0.4953	-0.6368	0.7138	-0.2593	0.8489	1.1867
RAB11FIP1	80223	0.8162	0.4214	2.4559	-0.6268	0.3118	1.1308	-0.7053	0.5917	1.8768	-0.1971
RAB11FIP2	22841	-1.1299	-0.6058	-1.1442	0.732	-0.3015	0.1224	0.5532	0.3315	-0.2454	-1.6366
RAB11FIP3	9727	-0.5558	-0.4926	-1.3935	-0.589	0.6322	0.0277	0.505	0.0817	-0.9018	0.9598
RAB11FIP4	84440	0.3873	0.8846	-2.9764	-0.4189	0.3958	0.5039	0.3495	0.6053	0.8143	-0.6793
RAB11FIP5	26056	-0.048	0.6471	1.1553	0.3007	0.4879	0.9764	0.8205	-0.8362	0.3941	0.0055
RAB12	201475	-1.5033	-0.5772	0.6763	1.2213	-0.33	0.2984	-0.4077	0.0281	0.1496	0.7873
RAB13	5872	0.1185	-0.2022	0.9348	0.1651	-0.0642	-0.3743	1.1371	-0.3259	-0.2822	-0.6872
RAB14	51552	-0.0908	0.1909	-0.3359	0.5279	0.1335	0.3729	-0.9547	-1.0355	0.1329	0.8297
RAB15	376267	0.3519	-0.1343	-1.5922	-0.0243	0.4747	0.6286	0.2252	-0.4516	1.5553	-2.2601
RAB17	64284	0.1402	0.343	-0.8458	-0.3657	0.3346	-1.1887	0.487	-0.2725	0.5497	-1.175
